date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:02:29	33707/33707	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:02:29%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=products_all	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index7a05.html	(from https://www.vulcantunes.com/)
13:02:30	268/268	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2020:02:30%20GMT	http://www.vulcantunes.com/shop/index.php?main_page=reviews	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index.1417e5.delayed	(from https://www.vulcantunes.com/)
13:02:32	23727/23727	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:02:31%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=reviews	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index17e5.html	(from https://www.vulcantunes.com/)
13:02:32	316/316	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2020:02:33%20GMT	http://www.vulcantunes.com/shop/index.php?main_page=product_reviews_info&products_id=8&reviews_id=3	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index.1691f7.delayed	(from https://www.vulcantunes.com/)
13:02:33	23467/23467	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:02:33%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=product_reviews_info&products_id=8&reviews_id=3	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index91f7.html	(from https://www.vulcantunes.com/)
13:02:34	67397/67397	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Feb%202025%2020:02:34%20GMT	https://www.vulcantunes.com/shop/images/products/vtooth.png	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/images/products/vtooth.png	(from https://www.vulcantunes.com/)
13:02:35	1374/1374	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Feb%202025%2020:02:35%20GMT	https://www.vulcantunes.com/shop/includes/templates/responsive_classic/images/stars_5.png	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/includes/templates/responsive_classic/images/stars_5.png	(from https://www.vulcantunes.com/)
13:02:36	269/269	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2020:02:36%20GMT	http://www.vulcantunes.com/shop/index.php?main_page=about_us	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index.1ad81d.delayed	(from https://www.vulcantunes.com/)
13:02:37	18027/18027	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:02:37%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=about_us	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/indexd81d.html	(from https://www.vulcantunes.com/)
13:02:37	267/267	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2020:02:37%20GMT	http://www.vulcantunes.com/shop/index.php?main_page=brands	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index.1c4ba4.delayed	(from https://www.vulcantunes.com/)
13:02:38	18318/18318	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:02:38%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=brands	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index4ba4.html	(from https://www.vulcantunes.com/)
13:02:38	273/273	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2020:02:39%20GMT	http://www.vulcantunes.com/shop/index.php?main_page=shippinginfo	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index.1ed9e7.delayed	(from https://www.vulcantunes.com/)
13:02:39	19078/19078	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:02:39%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=shippinginfo	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/indexd9e7.html	(from https://www.vulcantunes.com/)
13:02:39	268/268	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2020:02:40%20GMT	http://www.vulcantunes.com/shop/index.php?main_page=privacy	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index.20ae18.delayed	(from https://www.vulcantunes.com/)
13:02:40	18342/18342	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:02:40%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=privacy	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/indexae18.html	(from https://www.vulcantunes.com/)
13:02:41	271/271	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2020:02:41%20GMT	http://www.vulcantunes.com/shop/index.php?main_page=conditions	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index.22fc01.delayed	(from https://www.vulcantunes.com/)
13:02:42	18381/18381	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:02:42%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=conditions	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/indexfc01.html	(from https://www.vulcantunes.com/)
13:02:43	20402/20402	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:02:43%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=contact_us	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index1450.html	(from https://www.vulcantunes.com/)
13:02:44	0/0	---M-Z	302	error ('Found')	text/html	date:Fri,%2021%20Feb%202025%2020:02:44%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=order_status	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/indexc3a6.php	(from https://www.vulcantunes.com/)
13:02:44	0/0	---M-Z	302	error ('Found')	text/html	date:Fri,%2021%20Feb%202025%2020:02:45%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=account_history	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/indexfe92.php	(from https://www.vulcantunes.com/)
13:02:45	269/269	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2020:02:45%20GMT	http://www.vulcantunes.com/shop/index.php?main_page=site_map	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index.27a675.delayed	(from https://www.vulcantunes.com/)
13:02:46	20683/20683	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:02:46%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=site_map	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/indexa675.html	(from https://www.vulcantunes.com/)
13:02:46	267/267	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2020:02:46%20GMT	http://www.vulcantunes.com/shop/index.php?main_page=gv_faq	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index.29e64f.delayed	(from https://www.vulcantunes.com/)
13:02:47	19763/19763	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:02:47%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=gv_faq	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/indexe64f.html	(from https://www.vulcantunes.com/)
13:02:47	276/276	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2020:02:48%20GMT	http://www.vulcantunes.com/shop/index.php?main_page=discount_coupon	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index.2b5d95.delayed	(from https://www.vulcantunes.com/)
13:02:48	19031/19031	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:02:48%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=discount_coupon	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index5d95.html	(from https://www.vulcantunes.com/)
13:02:49	272/272	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2020:02:49%20GMT	http://www.vulcantunes.com/shop/index.php?main_page=unsubscribe	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index.2d2b00.delayed	(from https://www.vulcantunes.com/)
13:02:50	18859/18859	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:02:50%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=unsubscribe	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index2b00.html	(from https://www.vulcantunes.com/)
13:02:50	28389/28389	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:02:50%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=index&layoutType=tablet	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/indexab1e.html	(from https://www.vulcantunes.com/)
13:02:51	30436/30436	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:02:51%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=index&layoutType=mobile	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/indexffb6.html	(from https://www.vulcantunes.com/)
13:02:52	23282/23282	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:02:52%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=index&layoutType=default	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/indexd71e.html	(from https://www.vulcantunes.com/)
13:02:52	303/303	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2020:02:53%20GMT	http://www.vulcantunes.com/shop/index.php?main_page=product_info&cPath=1&products_id=2	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index.320ab6.delayed	(from https://www.vulcantunes.com/)
13:02:53	35486/35486	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:02:53%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=product_info&cPath=1&products_id=2	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index0ab6.html	(from https://www.vulcantunes.com/)
13:02:54	303/303	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2020:02:54%20GMT	http://www.vulcantunes.com/shop/index.php?main_page=product_info&cPath=1&products_id=3	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index.35022d.delayed	(from https://www.vulcantunes.com/)
13:02:54	39745/39745	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Feb%202025%2020:02:53%20GMT	https://www.vulcantunes.com/shop/images/products/vtaux_front.jpg	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/images/products/vtaux_front.jpg	(from https://www.vulcantunes.com/)
13:02:55	36423/36423	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:02:55%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=product_info&cPath=1&products_id=3	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index022d.html	(from https://www.vulcantunes.com/)
13:02:55	4980/4980	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Feb%202025%2020:02:55%20GMT	https://www.vulcantunes.com/shop/images/products/cable.jpg	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/images/products/cable.jpg	(from https://www.vulcantunes.com/)
13:02:56	303/303	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2020:02:56%20GMT	http://www.vulcantunes.com/shop/index.php?main_page=product_info&cPath=1&products_id=7	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index.38daf7.delayed	(from https://www.vulcantunes.com/)
13:02:56	31133/31133	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:02:56%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=product_info&cPath=1&products_id=7	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/indexdaf7.html	(from https://www.vulcantunes.com/)
13:02:57	303/303	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2020:02:57%20GMT	http://www.vulcantunes.com/shop/index.php?main_page=product_info&cPath=1&products_id=4	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index.3b7c60.delayed	(from https://www.vulcantunes.com/)
13:02:57	101618/101618	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Feb%202025%2020:02:57%20GMT	https://www.vulcantunes.com/shop/images/products/vtaux_charge_.jpg	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/images/products/vtaux_charge_.jpg	(from https://www.vulcantunes.com/)
13:02:58	35928/35928	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:02:58%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=product_info&cPath=1&products_id=4	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index7c60.html	(from https://www.vulcantunes.com/)
13:02:59	303/303	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2020:02:59%20GMT	http://www.vulcantunes.com/shop/index.php?main_page=product_info&cPath=1&products_id=5	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index.3dc0c2.delayed	(from https://www.vulcantunes.com/)
13:02:59	31586/31586	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:02:59%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=product_info&cPath=1&products_id=5	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/indexc0c2.html	(from https://www.vulcantunes.com/)
13:03:01	303/303	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2020:03:01%20GMT	http://www.vulcantunes.com/shop/index.php?main_page=product_info&cPath=1&products_id=8	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index.40b97e.delayed	(from https://www.vulcantunes.com/)
13:03:01	76696/76696	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Feb%202025%2020:03:00%20GMT	https://www.vulcantunes.com/shop/images/products/VulcanTunes_headphone_out_01.jpg	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/images/products/VulcanTunes_headphone_out_01.jpg	(from https://www.vulcantunes.com/)
13:03:02	31948/31948	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:03:02%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=product_info&cPath=1&products_id=8	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/indexb97e.html	(from https://www.vulcantunes.com/)
13:03:03	303/303	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2020:03:04%20GMT	http://www.vulcantunes.com/shop/index.php?main_page=product_info&cPath=1&products_id=1	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index.42a8ef.delayed	(from https://www.vulcantunes.com/)
13:03:04	32851/32851	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:03:04%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=product_info&cPath=1&products_id=1	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/indexa8ef.html	(from https://www.vulcantunes.com/)
13:03:05	10286/10286	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Feb%202025%2020:03:05%20GMT	https://www.vulcantunes.com/shop/images/products/vtaux_rear.jpg	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/images/products/vtaux_rear.jpg	(from https://www.vulcantunes.com/)
13:03:05	303/303	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2020:03:06%20GMT	http://www.vulcantunes.com/shop/index.php?main_page=product_info&cPath=1&products_id=6	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index.457b7a.delayed	(from https://www.vulcantunes.com/)
13:03:06	31023/31023	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:03:06%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=product_info&cPath=1&products_id=6	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index7b7a.html	(from https://www.vulcantunes.com/)
13:03:10	267/267	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2020:03:10%20GMT	http://www.vulcantunes.com/shop/index.php?main_page=search	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index.48dfe0.delayed	(from https://www.vulcantunes.com/)
13:03:11	334579/334579	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Feb%202025%2020:03:07%20GMT	https://www.vulcantunes.com/shop/images/products/VTAUX_BT.png	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/images/products/VTAUX_BT.png	(from https://www.vulcantunes.com/)
13:03:13	24255/24255	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:03:13%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=search	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/indexdfe0.html	(from https://www.vulcantunes.com/)
13:03:14	291/291	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2020:03:14%20GMT	http://www.vulcantunes.com/shop/index.php?main_page=product_info&products_id=2	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index.4ad606.delayed	(from https://www.vulcantunes.com/)
13:03:15	35474/35474	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:03:15%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=product_info&products_id=2	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/indexd606.html	(from https://www.vulcantunes.com/)
13:03:16	291/291	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2020:03:16%20GMT	http://www.vulcantunes.com/shop/index.php?main_page=product_info&products_id=6	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index.4c3fc9.delayed	(from https://www.vulcantunes.com/)
13:03:17	31011/31011	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:03:16%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=product_info&products_id=6	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index3fc9.html	(from https://www.vulcantunes.com/)
13:03:17	291/291	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2020:03:18%20GMT	http://www.vulcantunes.com/shop/index.php?main_page=product_info&products_id=7	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index.4e2e27.delayed	(from https://www.vulcantunes.com/)
13:03:18	31121/31121	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:03:18%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=product_info&products_id=7	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index2e27.html	(from https://www.vulcantunes.com/)
13:03:18	291/291	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2020:03:19%20GMT	http://www.vulcantunes.com/shop/index.php?main_page=product_info&products_id=4	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index.50015b.delayed	(from https://www.vulcantunes.com/)
13:03:19	35916/35916	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:03:19%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=product_info&products_id=4	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index015b.html	(from https://www.vulcantunes.com/)
13:03:19	291/291	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2020:03:20%20GMT	http://www.vulcantunes.com/shop/index.php?main_page=product_info&products_id=3	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index.528d6c.delayed	(from https://www.vulcantunes.com/)
13:03:21	36411/36411	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2020:03:20%20GMT	https://www.vulcantunes.com/shop/index.php?main_page=product_info&products_id=3	C:/My%20Web%20Sites/vulcantunes/www.vulcantunes.com/shop/index8d6c.html	(from https://www.vulcantunes.com/)
